"","workorderid","date","description","address","details","address1"
"1247","1395122","12/1/2024","WATER MAIN BREAK","1080 SOUTH DUKELAND ST","yes","1080 SOUTH DUKELAND ST, baltimore"
"1248","1395123","12/1/2024","WATER MAIN BREAK","9005 SAMOSET RD","yes","9005 SAMOSET RD, baltimore"
"1249","1395128","12/2/2024","WATER MAIN BREAK","310 SOUTH CATHERINE ST","yes","310 SOUTH CATHERINE ST, baltimore"
"1250","1395197","12/2/2024","WATER MAIN BREAK","1216 BROOK HOLLOW RD","yes","1216 BROOK HOLLOW RD, baltimore"
"1251","1395233","12/2/2024","WATER MAIN BREAK","2225 GUILFORD AVE","yes","2225 GUILFORD AVE, baltimore"
"1252","1395244","12/2/2024","WATER JOINT LEAK","7919 ROLDREW AVE","yes","7919 ROLDREW AVE, baltimore"
"1253","1395274","12/2/2024","WATER MAIN BREAK","8136 BULLNECK RD","yes","8136 BULLNECK RD, baltimore"
"1254","1395292","12/2/2024","WATER JOINT LEAK","7922 35TH ST","yes","7922 35TH ST, baltimore"
"1255","1395330","12/2/2024","WATER JOINT LEAK","1723 LYNNCREST RD","yes","1723 LYNNCREST RD, baltimore"
"1256","1395379","12/2/2024","WATER MAIN BREAK","7902 UNDERHILL RD","yes","7902 UNDERHILL RD, baltimore"
"1257","1395396","12/2/2024","WATER MAIN BREAK","1942 EAST LOMBARD ST","yes","1942 EAST LOMBARD ST, baltimore"
"1258","1395399","12/2/2024","WATER MAIN BREAK","207 ROTHWELL DR","yes","207 ROTHWELL DR, baltimore"
"1259","1395405","12/3/2024","WATER MAIN BREAK","2222 NORTH CALVERT ST","yes","2222 NORTH CALVERT ST, baltimore"
"1260","1395415","12/3/2024","WATER MAIN BREAK","1500 NORTH WASHINGTON ST","yes","1500 NORTH WASHINGTON ST, baltimore"
"1261","1395425","12/3/2024","WATER MAIN BREAK","8100 MURRAY POINT RD","yes","8100 MURRAY POINT RD, baltimore"
"1262","1395431","12/3/2024","WATER MAIN BREAK","500 FOLCROFT ST","yes","500 FOLCROFT ST, baltimore"
"1263","1395468","12/3/2024","WATER MAIN BREAK","4208 BEDFORD RD","yes","4208 BEDFORD RD, baltimore"
"1264","1395495","12/3/2024","WATER MAIN BREAK","4101 WILKE AVE","yes","4101 WILKE AVE, baltimore"
"1265","1395555","12/3/2024","WATER MAIN BREAK","7011 ALDEN RD","yes","7011 ALDEN RD, baltimore"
"1266","1395598","12/3/2024","WATER MAIN BREAK","4718 BEACONSFIELD DR","yes","4718 BEACONSFIELD DR, baltimore"
"1267","1395614","12/3/2024","WATER MAIN BREAK","914 LIGHT ST","yes","914 LIGHT ST, baltimore"
"1268","1395623","12/4/2024","WATER MAIN BREAK","601 BRUNK CT","yes","601 BRUNK CT, baltimore"
"1269","1395642","12/4/2024","WATER MAIN BREAK","7919 ROLDREW AVE","yes","7919 ROLDREW AVE, baltimore"
"1270","1395659","12/4/2024","WATER JOINT LEAK","7200 PARK DR","yes","7200 PARK DR, baltimore"
"1271","1395664","12/4/2024","WATER MAIN BREAK","1600 CHERRY HILL RD","yes","1600 CHERRY HILL RD, baltimore"
"1272","1395670","12/4/2024","WATER MAIN BREAK","5714 FALLS RD","yes","5714 FALLS RD, baltimore"
"1273","1395687","12/4/2024","WATER MAIN BREAK","1711 SUTTON AVE","yes","1711 SUTTON AVE, baltimore"
"1274","1395699","12/4/2024","WATER MAIN BREAK","1645 BURNWOOD RD","yes","1645 BURNWOOD RD, baltimore"
"1275","1395720","12/4/2024","WATER JOINT LEAK","2280 DRUID PARK DR","yes","2280 DRUID PARK DR, baltimore"
"1276","1395726","12/4/2024","WATER MAIN BREAK","320 HOMETOWN WAY","yes","320 HOMETOWN WAY, baltimore"
"1277","1395838","12/4/2024","WATER MAIN BREAK","1720 DRUID HILL AVE","yes","1720 DRUID HILL AVE, baltimore"
"1278","1395890","12/5/2024","WATER MAIN BREAK","1817 NORTHBOURNE RD","yes","1817 NORTHBOURNE RD, baltimore"
"1279","1395955","12/5/2024","WATER JOINT LEAK","9904 FALLS VIEW CT","yes","9904 FALLS VIEW CT, baltimore"
"1280","1396018","12/5/2024","WATER JOINT LEAK","8502 DAVID AVE","yes","8502 DAVID AVE, baltimore"
"1281","1396031","12/5/2024","WATER MAIN BREAK","6 SEYON CT","yes","6 SEYON CT, baltimore"
"1282","1396103","12/5/2024","WATER MAIN BREAK","1113 NORTH FULTON AVE","yes","1113 NORTH FULTON AVE, baltimore"
"1283","1396126","12/5/2024","WATER MAIN BREAK","4714 PARMELEE RD","yes","4714 PARMELEE RD, baltimore"
"1284","1396132","12/5/2024","WATER MAIN BREAK","1200 SOUTH CONKLING ST","yes","1200 SOUTH CONKLING ST, baltimore"
"1285","1396146","12/6/2024","WATER MAIN BREAK","8502 DAVID AVE","yes","8502 DAVID AVE, baltimore"
"1286","1396180","12/6/2024","WATER MAIN BREAK","300 SOUTH ELLAMONT ST","yes","300 SOUTH ELLAMONT ST, baltimore"
"1287","1396185","12/6/2024","WATER MAIN BREAK","4100 WESTVIEW AVE BALTIMORE CITY","yes","4100 WESTVIEW AVE BALTIMORE CITY, baltimore"
"1288","1396193","12/6/2024","WATER MAIN BREAK","606 CLIVEDEN RD","yes","606 CLIVEDEN RD, baltimore"
"1289","1396199","12/6/2024","WATER MAIN BREAK","4834 OAKLAND PARK RD","yes","4834 OAKLAND PARK RD, baltimore"
"1290","1396295","12/6/2024","WATER MAIN BREAK","2944 MANNS AVE","yes","2944 MANNS AVE, baltimore"
"1291","1396377","12/6/2024","WATER MAIN BREAK","300 GAILRIDGE RD","yes","300 GAILRIDGE RD, baltimore"
"1292","1396412","12/6/2024","WATER JOINT LEAK","602 BRUNK CT","yes","602 BRUNK CT, baltimore"
"1293","1396440","12/6/2024","WATER MAIN BREAK","713 NORTH MONROE ST","yes","713 NORTH MONROE ST, baltimore"
"1294","1396459","12/6/2024","WATER MAIN BREAK","7416 ELDON CT","yes","7416 ELDON CT, baltimore"
"1295","1396483","12/6/2024","WATER MAIN BREAK","3212 CEDARHURST RD","yes","3212 CEDARHURST RD, baltimore"
"1296","1396485","12/6/2024","WATER JOINT LEAK","2211 BANK ST","yes","2211 BANK ST, baltimore"
"1297","1396510","12/6/2024","WATER MAIN BREAK","2349 PERRING MANOR RD","yes","2349 PERRING MANOR RD, baltimore"
"1298","1396517","12/6/2024","WATER MAIN BREAK","1804 NORTHBOURNE RD","yes","1804 NORTHBOURNE RD, baltimore"
"1299","1396520","12/6/2024","WATER MAIN BREAK","1901 NORTHBOURNE RD","yes","1901 NORTHBOURNE RD, baltimore"
"1300","1396523","12/7/2024","WATER MAIN BREAK","4015 BAKER LN","yes","4015 BAKER LN, baltimore"
"1301","1396524","12/7/2024","WATER MAIN BREAK","4304 ALAN DR","yes","4304 ALAN DR, baltimore"
"1302","1396531","12/7/2024","WATER MAIN BREAK","4200 ELDONE RD","yes","4200 ELDONE RD, baltimore"
"1303","1396534","12/7/2024","WATER MAIN BREAK","2308 FOXLEY RD","yes","2308 FOXLEY RD, baltimore"
"1304","1396544","12/7/2024","WATER MAIN BREAK","7808 PERRY RD","yes","7808 PERRY RD, baltimore"
"1305","1396577","12/8/2024","WATER MAIN BREAK","1500 BECKLOW AVE","yes","1500 BECKLOW AVE, baltimore"
"1306","1396583","12/8/2024","WATER MAIN BREAK","2143 HARMAN AVE","yes","2143 HARMAN AVE, baltimore"
"1307","1396592","12/8/2024","WATER MAIN BREAK","2944 MANNS AVE","yes","2944 MANNS AVE, baltimore"
"1308","1396597","12/8/2024","WATER MAIN BREAK","5917 FENWICK AVE","yes","5917 FENWICK AVE, baltimore"
"1309","1396616","12/8/2024","WATER MAIN BREAK","3903 BRYONY RD","yes","3903 BRYONY RD, baltimore"
"1310","1396620","12/8/2024","WATER MAIN BREAK","2515 BOSTON ST","yes","2515 BOSTON ST, baltimore"
"1311","1396622","12/9/2024","WATER MAIN BREAK","3811 CALLAWAY AVE","yes","3811 CALLAWAY AVE, baltimore"
"1312","1396765","12/9/2024","WATER MAIN BREAK","3837 TERKA CIR","yes","3837 TERKA CIR, baltimore"
"1313","1396862","12/9/2024","WATER JOINT LEAK","1643 BURNWOOD RD","yes","1643 BURNWOOD RD, baltimore"
"1314","1396863","12/9/2024","WATER MAIN BREAK","6 MOOREPARK CT","yes","6 MOOREPARK CT, baltimore"
"1315","1397003","12/9/2024","WATER MAIN BREAK","1727 EAST LAFAYETTE AVE","yes","1727 EAST LAFAYETTE AVE, baltimore"
"1316","1397007","12/9/2024","WATER MAIN BREAK","2217 CHOPTANK CT","yes","2217 CHOPTANK CT, baltimore"
"1317","1397069","12/10/2024","WATER MAIN BREAK","4010 SANLEE RD","yes","4010 SANLEE RD, baltimore"
"1318","1397086","12/10/2024","WATER JOINT LEAK","8 SEYON CT","yes","8 SEYON CT, baltimore"
"1319","1397099","12/10/2024","WATER MAIN BREAK","6037 BALTIMORE NATIONAL PIKE","yes","6037 BALTIMORE NATIONAL PIKE, baltimore"
"1320","1397108","12/10/2024","WATER MAIN BREAK","2600 ESSEX RD","yes","2600 ESSEX RD, baltimore"
"1321","1397110","12/10/2024","WATER MAIN BREAK","315 WYE RD","yes","315 WYE RD, baltimore"
"1322","1397117","12/10/2024","WATER MAIN BREAK","2616 WILLOW AVE","yes","2616 WILLOW AVE, baltimore"
"1323","1397137","12/10/2024","WATER MAIN BREAK","7819 NORTH POINT RD","yes","7819 NORTH POINT RD, baltimore"
"1324","1397142","12/10/2024","WATER JOINT LEAK","3701 GARDENVIEW RD","yes","3701 GARDENVIEW RD, baltimore"
"1325","1397181","12/10/2024","WATER MAIN BREAK","1830 HARLEM AVE","yes","1830 HARLEM AVE, baltimore"
"1326","1397202","12/11/2024","WATER MAIN BREAK","4339 ELDONE RD","yes","4339 ELDONE RD, baltimore"
"1327","1397253","12/11/2024","WATER MAIN BREAK","6301 LINCOLN AVE","yes","6301 LINCOLN AVE, baltimore"
"1328","1397318","12/11/2024","WATER MAIN BREAK","7842A VERNON AVE","yes","7842A VERNON AVE, baltimore"
"1329","1397406","12/11/2024","WATER MAIN BREAK","8719 WENDELL AVE","yes","8719 WENDELL AVE, baltimore"
"1330","1397530","12/11/2024","WATER MAIN BREAK","900 EAST BELVEDERE AVE","yes","900 EAST BELVEDERE AVE, baltimore"
"1331","1397761","12/12/2024","WATER MAIN BREAK","6215 PILGRIM RD","yes","6215 PILGRIM RD, baltimore"
"1332","1398367","12/12/2024","WATER MAIN BREAK","506 GRANLEIGH RD","yes","506 GRANLEIGH RD, baltimore"
"1333","1398611","12/12/2024","WATER MAIN BREAK","601 EAST CHASE ST","yes","601 EAST CHASE ST, baltimore"
"1334","1398787","12/12/2024","WATER MAIN BREAK","1220 REISTERSTOWN RD","yes","1220 REISTERSTOWN RD, baltimore"
"1335","1398870","12/12/2024","WATER MAIN BREAK","4364 ELDONE RD","yes","4364 ELDONE RD, baltimore"
"1336","1398875","12/12/2024","WATER MAIN BREAK","705 STONE BARN CT","yes","705 STONE BARN CT, baltimore"
"1337","1398879","12/12/2024","WATER MAIN BREAK","1401 WOODSIDE AVE","yes","1401 WOODSIDE AVE, baltimore"
"1338","1398887","12/12/2024","WATER MAIN BREAK","8719 WENDELL AVE","yes","8719 WENDELL AVE, baltimore"
"1339","1398905","12/13/2024","WATER MAIN BREAK","4454 SCOTIA RD","yes","4454 SCOTIA RD, baltimore"
"1340","1398989","12/13/2024","WATER MAIN BREAK","1 PEACHTREE CT","yes","1 PEACHTREE CT, baltimore"
"1341","1399003","12/13/2024","WATER JOINT LEAK","9904 FALLS VIEW CT","yes","9904 FALLS VIEW CT, baltimore"
"1342","1399006","12/13/2024","WATER MAIN BREAK","4600 CHARLES AVE","yes","4600 CHARLES AVE, baltimore"
"1343","1399016","12/13/2024","WATER MAIN BREAK","4820 REISTERSTOWN RD","yes","4820 REISTERSTOWN RD, baltimore"
"1344","1399023","12/13/2024","WATER JOINT LEAK","2 CHRIS CT","yes","2 CHRIS CT, baltimore"
"1345","1399067","12/13/2024","WATER JOINT LEAK","1321 ROXBORO RD","yes","1321 ROXBORO RD, baltimore"
"1346","1399074","12/13/2024","WATER MAIN BREAK","8803 ORCHARD RD","yes","8803 ORCHARD RD, baltimore"
"1347","1399077","12/13/2024","WATER MAIN BREAK","1 MANIFOLD CT","yes","1 MANIFOLD CT, baltimore"
"1348","1399104","12/14/2024","WATER MAIN BREAK","4345 ELDONE RD","yes","4345 ELDONE RD, baltimore"
"1349","1399107","12/14/2024","WATER MAIN BREAK","313 GAILRIDGE RD","yes","313 GAILRIDGE RD, baltimore"
"1350","1399122","12/14/2024","WATER MAIN BREAK","7408 INWOOD AVE","yes","7408 INWOOD AVE, baltimore"
"1351","1399130","12/14/2024","WATER MAIN BREAK","2811 DILLON ST","yes","2811 DILLON ST, baltimore"
"1352","1399134","12/14/2024","WATER MAIN BREAK","7808 PERRY RD","yes","7808 PERRY RD, baltimore"
"1353","1399153","12/15/2024","WATER MAIN BREAK","1321 ROXBORO RD","yes","1321 ROXBORO RD, baltimore"
"1354","1399167","12/15/2024","WATER MAIN BREAK","6011 WOODCREST AVE","yes","6011 WOODCREST AVE, baltimore"
"1355","1399174","12/15/2024","WATER MAIN BREAK","2012 FLEET SAINT BALTIMORE CITY","yes","2012 FLEET SAINT BALTIMORE CITY, baltimore"
"1356","1399181","12/15/2024","WATER MAIN BREAK","9904 FALLS VIEW CT","yes","9904 FALLS VIEW CT, baltimore"
"1357","1399191","12/16/2024","WATER MAIN BREAK","3908 MAYBERRY AVE","yes","3908 MAYBERRY AVE, baltimore"
"1358","1399380","12/16/2024","WATER MAIN BREAK","1508 BEDWORTH RD","yes","1508 BEDWORTH RD, baltimore"
"1359","1399428","12/16/2024","WATER MAIN BREAK","2800 DILLON ST","yes","2800 DILLON ST, baltimore"
"1360","1399433","12/16/2024","WATER MAIN BREAK","9012 BRUNO RD","yes","9012 BRUNO RD, baltimore"
"1361","1399450","12/16/2024","WATER MAIN BREAK","8 BELLEMORE RD","yes","8 BELLEMORE RD, baltimore"
"1362","1399468","12/17/2024","WATER MAIN BREAK","8250 EASTERN AVE","yes","8250 EASTERN AVE, baltimore"
"1363","1399580","12/17/2024","WATER MAIN BREAK","1721 LYNNCREST RD","yes","1721 LYNNCREST RD, baltimore"
"1364","1399600","12/17/2024","WATER JOINT LEAK","415 NORTH PATTERSON PARK AVE","yes","415 NORTH PATTERSON PARK AVE, baltimore"
"1365","1399658","12/17/2024","WATER MAIN BREAK","801 SOUTH CAREY ST","yes","801 SOUTH CAREY ST, baltimore"
"1366","1399682","12/17/2024","WATER MAIN BREAK","4630 TODD POINT LN","yes","4630 TODD POINT LN, baltimore"
"1367","1399724","12/17/2024","WATER MAIN BREAK","1304 FELTON CT","yes","1304 FELTON CT, baltimore"
"1368","1399751","12/18/2024","WATER MAIN BREAK","1400 EAST LAFAYETTE AVE","yes","1400 EAST LAFAYETTE AVE, baltimore"
"1369","1399759","12/18/2024","WATER MAIN BREAK","2326 EAST OLIVER SAINT BALTIMORE CITY","yes","2326 EAST OLIVER SAINT BALTIMORE CITY, baltimore"
"1370","1399779","12/18/2024","WATER MAIN BREAK","1000 BREEZEWICK RD","yes","1000 BREEZEWICK RD, baltimore"
"1371","1399794","12/18/2024","WATER MAIN BREAK","4209 WINTERODE WAY","yes","4209 WINTERODE WAY, baltimore"
"1372","1399815","12/18/2024","WATER MAIN BREAK","53 BELFAST RD","yes","53 BELFAST RD, baltimore"
"1373","1399854","12/18/2024","WATER MAIN BREAK","4806 YORK RD","yes","4806 YORK RD, baltimore"
"1374","1399855","12/18/2024","WATER MAIN BREAK","1217 CANBERWELL RD","yes","1217 CANBERWELL RD, baltimore"
"1375","1399892","12/18/2024","WATER MAIN BREAK","514 PATAPSCO AVE","yes","514 PATAPSCO AVE, baltimore"
"1376","1399969","12/19/2024","WATER MAIN BREAK","347 EAST BELVEDERE AVE","yes","347 EAST BELVEDERE AVE, baltimore"
"1377","1400016","12/19/2024","WATER MAIN BREAK","1713 ROLAND AVE","yes","1713 ROLAND AVE, baltimore"
"1378","1400070","12/19/2024","WATER JOINT LEAK","4905 BARBARA AVE","yes","4905 BARBARA AVE, baltimore"
"1379","1400082","12/19/2024","WATER MAIN BREAK","5209 WEST NORTH AVE","yes","5209 WEST NORTH AVE, baltimore"
"1380","1400084","12/19/2024","WATER MAIN BREAK","8 TUDOR CT","yes","8 TUDOR CT, baltimore"
"1381","1400094","12/20/2024","WATER MAIN BREAK","4421 WASHINGTON BLVD","yes","4421 WASHINGTON BLVD, baltimore"
"1382","1400147","12/20/2024","WATER MAIN BREAK","9117 WISE AVE","yes","9117 WISE AVE, baltimore"
"1383","1400174","12/20/2024","WATER MAIN BREAK","1531 ADAMSVIEW RD","yes","1531 ADAMSVIEW RD, baltimore"
"1384","1400183","12/20/2024","WATER JOINT LEAK","1101 EASTERN BLVD","yes","1101 EASTERN BLVD, baltimore"
"1385","1400218","12/20/2024","WATER MAIN BREAK","6709 HAREWOOD PARK DR","yes","6709 HAREWOOD PARK DR, baltimore"
"1386","1400226","12/20/2024","WATER JOINT LEAK","3111 RUECKERT AVE","yes","3111 RUECKERT AVE, baltimore"
"1387","1400231","12/20/2024","WATER MAIN BREAK","7027 DUNBAR RD","yes","7027 DUNBAR RD, baltimore"
"1388","1400241","12/20/2024","WATER MAIN BREAK","108 OAK ST","yes","108 OAK ST, baltimore"
"1389","1400244","12/21/2024","WATER MAIN BREAK","10106 TIPPERARY RD","yes","10106 TIPPERARY RD, baltimore"
"1390","1400246","12/21/2024","WATER MAIN BREAK","2272 SOUTH CLINTON ST","yes","2272 SOUTH CLINTON ST, baltimore"
"1391","1400252","12/21/2024","WATER MAIN BREAK","111 MAIN ST","yes","111 MAIN ST, baltimore"
"1392","1400304","12/22/2024","WATER MAIN BREAK","1044 CIRCLE DR","yes","1044 CIRCLE DR, baltimore"
"1393","1400322","12/22/2024","WATER MAIN BREAK","7000 MARSTON RD","yes","7000 MARSTON RD, baltimore"
"1394","1400333","12/22/2024","WATER MAIN BREAK","6 TUDOR CT","yes","6 TUDOR CT, baltimore"
"1395","1400334","12/22/2024","WATER MAIN BREAK","106 WELFORD RD","yes","106 WELFORD RD, baltimore"
"1396","1400339","12/22/2024","WATER MAIN BREAK","539 SOUTH MONROE ST","yes","539 SOUTH MONROE ST, baltimore"
"1397","1400344","12/23/2024","WATER MAIN BREAK","236 HOMEVALE RD","yes","236 HOMEVALE RD, baltimore"
"1398","1400420","12/23/2024","WATER JOINT LEAK","222 NORTH CALVERTON RD","yes","222 NORTH CALVERTON RD, baltimore"
"1399","1400454","12/23/2024","WATER MAIN BREAK","200 AVONDALE RD","yes","200 AVONDALE RD, baltimore"
"1400","1400460","12/23/2024","WATER JOINT LEAK","6 TUDOR CT","yes","6 TUDOR CT, baltimore"
"1401","1400466","12/23/2024","WATER MAIN BREAK","3502 TEMPLAR RD","yes","3502 TEMPLAR RD, baltimore"
"1402","1400485","12/23/2024","WATER MAIN BREAK","1100 EAST CHASE ST","yes","1100 EAST CHASE ST, baltimore"
"1403","1400487","12/23/2024","WATER MAIN BREAK","601 EAST CHASE ST","yes","601 EAST CHASE ST, baltimore"
"1404","1400517","12/23/2024","WATER JOINT LEAK","1214 OVERBROOK RD","yes","1214 OVERBROOK RD, baltimore"
"1405","1400521","12/23/2024","WATER MAIN BREAK","1504 BOYLE ST","yes","1504 BOYLE ST, baltimore"
"1406","1400525","12/23/2024","WATER MAIN BREAK","9824 MATZON RD","yes","9824 MATZON RD, baltimore"
"1407","1400562","12/24/2024","WATER MAIN BREAK","1101 EASTERN BLVD","yes","1101 EASTERN BLVD, baltimore"
"1408","1400569","12/24/2024","WATER JOINT LEAK","9437 RIDGELY AVE","yes","9437 RIDGELY AVE, baltimore"
"1409","1400587","12/24/2024","WATER MAIN BREAK","6613 BALTIMORE NATIONAL PIKE","yes","6613 BALTIMORE NATIONAL PIKE, baltimore"
"1410","1400590","12/24/2024","WATER MAIN BREAK","1502 IDLEWILDE AVE","yes","1502 IDLEWILDE AVE, baltimore"
"1411","1400596","12/24/2024","WATER MAIN BREAK","10123 FONTAINE DR","yes","10123 FONTAINE DR, baltimore"
"1412","1400607","12/24/2024","WATER MAIN BREAK","4113 ESSEX RD","yes","4113 ESSEX RD, baltimore"
"1413","1400646","12/24/2024","WATER MAIN BREAK","2 STEVE WAY","yes","2 STEVE WAY, baltimore"
"1414","1400662","12/25/2024","WATER MAIN BREAK","5 EDGECLIFT RD","yes","5 EDGECLIFT RD, baltimore"
"1415","1400667","12/25/2024","WATER MAIN BREAK","4206 BALTIMORE ST","yes","4206 BALTIMORE ST, baltimore"
"1416","1400672","12/25/2024","WATER MAIN BREAK","2709 WOODLAND AVE","yes","2709 WOODLAND AVE, baltimore"
"1417","1400673","12/25/2024","WATER MAIN BREAK","320 JODY WAY","yes","320 JODY WAY, baltimore"
"1418","1400682","12/25/2024","WATER MAIN BREAK","6 TURNBERRY CT","yes","6 TURNBERRY CT, baltimore"
"1419","1400683","12/26/2024","WATER MAIN BREAK","5000 THE ALAMEDA BALTIMORE CITY","yes","5000 THE ALAMEDA BALTIMORE CITY, baltimore"
"1420","1400684","12/26/2024","WATER MAIN BREAK","4 NORTH HIGH ST","yes","4 NORTH HIGH ST, baltimore"
"1421","1400728","12/26/2024","WATER MAIN BREAK","5801 BELLONA AVE","yes","5801 BELLONA AVE, baltimore"
"1422","1400738","12/26/2024","WATER MAIN BREAK","3700 EAST PRATT ST","yes","3700 EAST PRATT ST, baltimore"
"1423","1400750","12/26/2024","WATER MAIN BREAK","106 WELFORD RD","yes","106 WELFORD RD, baltimore"
"1424","1400773","12/26/2024","WATER MAIN BREAK","1804 LAURETTA AVE","yes","1804 LAURETTA AVE, baltimore"
"1425","1400796","12/26/2024","WATER JOINT LEAK","8201 EASTERN AVE","yes","8201 EASTERN AVE, baltimore"
"1426","1400808","12/26/2024","WATER MAIN BREAK","6011 WOODCREST AVE","yes","6011 WOODCREST AVE, baltimore"
"1427","1400925","12/26/2024","WATER MAIN BREAK","9437 RIDGELY AVE","yes","9437 RIDGELY AVE, baltimore"
"1428","1400932","12/26/2024","WATER MAIN BREAK","3700 CEDAR DR","yes","3700 CEDAR DR, baltimore"
"1429","1400940","12/26/2024","WATER MAIN BREAK","6743 FORDCREST RD","yes","6743 FORDCREST RD, baltimore"
"1430","1400950","12/26/2024","WATER MAIN BREAK","3717 LYNDALE AVE","yes","3717 LYNDALE AVE, baltimore"
"1431","1400965","12/27/2024","WATER MAIN BREAK","2844 HUNTINGDON AVE","yes","2844 HUNTINGDON AVE, baltimore"
"1432","1400969","12/27/2024","WATER MAIN BREAK","7312 BEECH AVE","yes","7312 BEECH AVE, baltimore"
"1433","1400973","12/27/2024","WATER MAIN BREAK","344 BIGLEY AVE","yes","344 BIGLEY AVE, baltimore"
"1434","1400981","12/27/2024","WATER MAIN BREAK","13205 BIRDALE AVE","yes","13205 BIRDALE AVE, baltimore"
"1435","1401119","12/27/2024","WATER MAIN BREAK","6229 FALLS RD","yes","6229 FALLS RD, baltimore"
"1436","1401127","12/27/2024","WATER MAIN BREAK","2116 NORTHCLIFF DR","yes","2116 NORTHCLIFF DR, baltimore"
"1437","1401142","12/27/2024","WATER MAIN BREAK","2845 MILES AVE","yes","2845 MILES AVE, baltimore"
"1438","1401176","12/28/2024","WATER MAIN BREAK","2214 POPLAR RD","yes","2214 POPLAR RD, baltimore"
"1439","1401187","12/28/2024","WATER MAIN BREAK","8207 BENDON RD","yes","8207 BENDON RD, baltimore"
"1440","1401188","12/28/2024","WATER MAIN BREAK","852 GLENWOOD AVE","yes","852 GLENWOOD AVE, baltimore"
"1441","1401204","12/28/2024","WATER MAIN BREAK","4 SUNSET KNOLL CT","yes","4 SUNSET KNOLL CT, baltimore"
"1442","1401214","12/29/2024","WATER MAIN BREAK","2323 HAMILTOWNE CIR","yes","2323 HAMILTOWNE CIR, baltimore"
"1443","1401222","12/29/2024","WATER MAIN BREAK","1253 KNOX CT","yes","1253 KNOX CT, baltimore"
"1444","1401256","12/30/2024","WATER JOINT LEAK","2812 ALDEN RD","yes","2812 ALDEN RD, baltimore"
"1445","1401261","12/30/2024","WATER MAIN BREAK","1515 BECKLOW AVE","yes","1515 BECKLOW AVE, baltimore"
"1446","1401262","12/30/2024","WATER MAIN BREAK","1421 RIDGELY ST","yes","1421 RIDGELY ST, baltimore"
"1447","1401271","12/30/2024","WATER MAIN BREAK","4 CHALLENGER CT","yes","4 CHALLENGER CT, baltimore"
"1448","1401272","12/30/2024","WATER MAIN BREAK","9102 BENGAL RD","yes","9102 BENGAL RD, baltimore"
"1449","1401283","12/30/2024","WATER MAIN BREAK","109 LONGRIDGE CT","yes","109 LONGRIDGE CT, baltimore"
"1450","1401285","12/30/2024","WATER MAIN BREAK","106 DALEVIEW CT","yes","106 DALEVIEW CT, baltimore"
"1451","1401331","12/30/2024","WATER JOINT LEAK","1421 LOCUST ST","yes","1421 LOCUST ST, baltimore"
